SourcePath,UrlPatternRegex,PageType
"/event/hooks4_opt.jpeg",,DEFAULT
"/event/hooks5.jpeg",,DEFAULT
"/event/hooks5_opt.jpeg",,DEFAULT
"/js/jquery.jscrollpane4768.js",,DEFAULT
"/event/hooks_and_connectors.htm",event/hooks_and_connectors.htm,DEFAULT
"/event/images/a1.jpeg",,DEFAULT
"/event/images/a10.jpeg",,DEFAULT
"/event/images/a10_opt.jpeg",,DEFAULT
"/event/images/a11.jpeg",,DEFAULT
"/event/images/a11_opt.jpeg",,DEFAULT
"/event/images/a12.jpeg",,DEFAULT
"/event/images/a12_opt.jpeg",,DEFAULT
"/event/images/a13.jpeg",,DEFAULT
"/event/images/a13_opt.jpeg",,DEFAULT
"/event/images/a14.jpeg",,DEFAULT
"/event/images/a14_opt.jpeg",,DEFAULT
"/event/images/a15.jpeg",,DEFAULT
"/event/images/a15_opt.jpeg",,DEFAULT
"/event/images/a1_opt.jpeg",,DEFAULT
"/event/images/a2.jpeg",,DEFAULT
"/event/images/a2_opt.jpeg",,DEFAULT
"/event/images/a3.jpeg",,DEFAULT
"/event/images/a3_opt.jpeg",,DEFAULT
"/event/images/a4.jpeg",,DEFAULT
"/event/images/a4_opt.jpeg",,DEFAULT
"/event/images/a5.jpeg",,DEFAULT
"/event/images/a5_opt.jpeg",,DEFAULT
"/event/images/a6.jpeg",,DEFAULT
"/event/images/a6_opt.jpeg",,DEFAULT
"/event/images/a7.jpeg",,DEFAULT
"/event/images/a7_opt.jpeg",,DEFAULT
"/event/images/a8.jpeg",,DEFAULT
"/event/images/a8_opt.jpeg",,DEFAULT
"/event/images/a9.jpeg",,DEFAULT
"/event/images/a9_opt.jpeg",,DEFAULT
"/event/images/aposho_1.jpeg",,DEFAULT
"/event/images/aposho_1_opt.jpeg",,DEFAULT
"/event/images/aposho_2.jpeg",,DEFAULT
"/event/images/aposho_2_opt.jpeg",,DEFAULT
"/event/images/aposho_3.jpeg",,DEFAULT
"/event/images/aposho_3_opt.jpeg",,DEFAULT
"/event/images/aposho_4.jpeg",,DEFAULT
"/event/images/aposho_4_opt.jpeg",,DEFAULT
"/event/images/aposho_5.jpeg",,DEFAULT
"/event/images/aposho_5_opt.jpeg",,DEFAULT
"/event/images/aposho_6.jpeg",,DEFAULT
"/event/images/aposho_6_opt.jpeg",,DEFAULT
"/event/images/aposho_7.jpeg",,DEFAULT
"/event/images/aposho_7_opt.jpeg",,DEFAULT
"/event/images/aposho_8.jpeg",,DEFAULT
"/event/images/aposho_8_opt.jpeg",,DEFAULT
"/event/images/fixed1.jpeg",,DEFAULT
"/event/images/fixed1_opt.jpeg",,DEFAULT
"/event/images/fixed2.jpeg",,DEFAULT
"/event/images/fixed2_opt.jpeg",,DEFAULT
"/event/images/fixed3.jpeg",,DEFAULT
"/event/images/fixed3_opt.jpeg",,DEFAULT
"/event/images/fixed4.jpeg",,DEFAULT
"/event/images/fixed4_opt.jpeg",,DEFAULT
"/event/images/fixed5.jpeg",,DEFAULT
"/event/images/fixed5_opt.jpeg",,DEFAULT
"/event/images/harness1.jpeg",,DEFAULT
"/event/images/harness1_opt.jpeg",,DEFAULT
"/event/images/harness2.jpeg",,DEFAULT
"/event/images/harness2_opt.jpeg",,DEFAULT
"/event/images/harness3.jpeg",,DEFAULT
"/event/images/harness3_opt.jpeg",,DEFAULT
"/event/images/harness4.jpeg",,DEFAULT
"/event/images/harness4_opt.jpeg",,DEFAULT
"/event/images/harness5.jpeg",,DEFAULT
"/event/images/harness5_opt.jpeg",,DEFAULT
"/event/images/helmet1.jpeg",,DEFAULT
"/event/images/helmet1_opt.jpeg",,DEFAULT
"/event/images/helmet2.jpeg",,DEFAULT
"/event/images/helmet2_opt.jpeg",,DEFAULT
"/event/images/helmet3.jpeg",,DEFAULT
"/event/images/helmet3_opt.jpeg",,DEFAULT
"/event/images/helmet4.jpeg",,DEFAULT
"/event/images/helmet4_opt.jpeg",,DEFAULT
"/event/images/helmet5.jpeg",,DEFAULT
"/event/images/helmet5_opt.jpeg",,DEFAULT
"/event/images/hooks1.jpeg",,DEFAULT
"/event/images/hooks1_opt.jpeg",,DEFAULT
"/event/images/hooks2.jpeg",,DEFAULT
"/event/images/hooks2_opt.jpeg",,DEFAULT
"/event/images/hooks3.jpeg",,DEFAULT
"/event/images/hooks3_opt.jpeg",,DEFAULT
"/event/images/hooks4.jpeg",,DEFAULT
"/event/images/hooks4_opt.jpeg",,DEFAULT
"/event/images/hooks5.jpeg",,DEFAULT
"/event/images/hooks5_opt.jpeg",,DEFAULT
"/event/images/iv1.jpeg",,DEFAULT
"/event/images/iv1_opt.jpeg",,DEFAULT
"/event/images/iv2.jpeg",,DEFAULT
"/event/images/iv2_opt.jpeg",,DEFAULT
"/event/images/iv3.jpeg",,DEFAULT
"/event/images/iv3_opt.jpeg",,DEFAULT
"/event/images/iv5.jpeg",,DEFAULT
"/event/images/iv5_opt.jpeg",,DEFAULT
"/event/images/next.png",,DEFAULT
"/event/images/osh1.jpeg",,DEFAULT
"/event/images/osh10.jpeg",,DEFAULT
"/event/images/osh10_opt.jpeg",,DEFAULT
"/event/images/osh1_opt.jpeg",,DEFAULT
"/event/images/osh2.jpeg",,DEFAULT
"/event/iv1.jpeg",,DEFAULT
"/event/iv1_opt.jpeg",,DEFAULT
"/event/iv2.jpeg",,DEFAULT
"/event/iv2_opt.jpeg",,DEFAULT
"/event/iv3.jpeg",,DEFAULT
"/event/iv3_opt.jpeg",,DEFAULT
"/event/iv5.jpeg",,DEFAULT
"/event/iv5_opt.jpeg",,DEFAULT
"/event/js/et-ptemplates-frontend4522.js",,DEFAULT
"/event/js/et-ptemplates-frontend4522.min.js",,DEFAULT
"/event/js/jquery.easing-1.3.pack9693.js",,DEFAULT
"/event/js/jquery.easing-1.3.pack9693.min.js",,DEFAULT
"/event/js/jquery.fancybox-1.3.4.pack4081.js",,DEFAULT
"/event/js/jquery.fancybox-1.3.4.pack4081.min.js",,DEFAULT
"/event/js/jquery.spin2795.js",,DEFAULT
"/event/js/jquery.spin2795.min.js",,DEFAULT
"/event/js/jquery.touchwipe7123.js",,DEFAULT
"/event/js/jquery.touchwipe7123.min.js",,DEFAULT
"/event/js/jquery3207.js",,DEFAULT
"/event/js/jquery3207.min.js",,DEFAULT
"/event/js/pinwheelalt9321.js",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/elasto_harnesses/elasto_series/PN-59254c7942cdda158c56341c-74.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/elasto_harnesses/elasto_series/PN-59254c7942cdda158c56341c-94.png",,DEFAULT
"/fall_protection/lanyards/work_positioning_lanyards/pn_245.htm",fall_protection/lanyards/work_positioning_lanyards/pn_245.htm,DEFAULT
"/fall_protection/lanyards/work_positioning_lanyards/pn_245_zoom.htm",fall_protection/lanyards/work_positioning_lanyards/pn_245_zoom.htm,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/magna_harnesses/magna/MAGNA-59254c7942cdda158c56341c-1.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/magna_harnesses/magna/MAGNA-59254c7942cdda158c56341c-2-59254c7942cdda158c56341c-W-59254c7942cdda158c56341c-.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/magna_harnesses/magna/MAGNA-59254c7942cdda158c56341c-2.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/magna_harnesses/magna/MAGNA-59254c7942cdda158c56341c-3.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/magna_harnesses/magna/magna.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/rhino_harnesses/rhino/PN-59254c7942cdda158c56341c-11.png",,DEFAULT
"/fall_protection/lanyards/work_positioning_lanyards/pn_246.htm",fall_protection/lanyards/work_positioning_lanyards/pn_246.htm,DEFAULT
"/fall_protection/lanyards/work_positioning_lanyards/pn_246_zoom.htm",fall_protection/lanyards/work_positioning_lanyards/pn_246_zoom.htm,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/rhino_harnesses/rhino/PN-59254c7942cdda158c56341c-12.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/rhino_harnesses/rhino/PN-59254c7942cdda158c56341c-21.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/rhino_harnesses/rhino/PN-59254c7942cdda158c56341c-22.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/rhino_harnesses/rhino/PN-59254c7942cdda158c56341c-23.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/rhino_harnesses/rhino/PN-59254c7942cdda158c56341c-41.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/rhino_harnesses/rhino/PN-59254c7942cdda158c56341c-42.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/rhino_harnesses/rhino/PN-59254c7942cdda158c56341c-43.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/rhino_harnesses/rhino/PN-59254c7942cdda158c56341c-44.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/rhino_harnesses/rhino/PN-59254c7942cdda158c56341c-45.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/rhino_harnesses/rhino/PN-59254c7942cdda158c56341c-51-59254c7942cdda158c56341c-A-59254c7942cdda158c56341c-.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/rhino_harnesses/rhino/PN-59254c7942cdda158c56341c-56.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/rhino_harnesses/rhino/PN-59254c7942cdda158c56341c-57.png",,DEFAULT
"/images/fall_protection/safety_harnesses_and_body_belts/rhino_harnesses/rhino/Rhino.png",,DEFAULT
